gene,log2FC,pct_vulnerable,pct_not_depleted,mean_vulnerable,mean_not_depleted,p_wilcoxon,fdr_wilcoxon,donor_delta,p_donor_paired,fdr_donor,neg_log10_p,always_label
GRIK1-AS1,0.053007595,0.21063779712873618,0.17546660117878193,0.1424864,0.11630962,1.4549413e-06,4.216876332103201e-06,0.011247901,0.56555057,0.6889697202702159,5.8371544,False
AKTIP,-0.060447775,0.25558955048246645,0.2932220039292731,0.15508707,0.18586317,1.4688137e-06,4.255995725306514e-06,-0.037282728,0.00016426857,0.015066165924072266,5.833033,False
PSMC6,-0.06971672,0.40197693574958815,0.4368860510805501,0.26882887,0.30655488,1.4865062e-06,4.306161135008922e-06,-0.040603247,0.028042596,0.10547586334795155,5.827833,False
PPARGC1B,0.046067864,0.4377500588373735,0.3925589390962672,0.3100756,0.2773285,1.5074934e-06,4.365842409939799e-06,0.02225759,0.47511628,0.6160243861607143,5.8217444,False
AC097534.2,-0.029800352,0.08096022593551423,0.10817779960707269,0.047039628,0.0626127,1.5188195e-06,4.397521214773608e-06,-0.010639669,0.23816642,0.3868499091673826,5.818494,False
R3HDM2,0.059896454,0.9180983760884914,0.8951375245579568,1.1947298,1.1429682,1.5202728e-06,4.400605866725909e-06,0.05246737,0.02656571,0.10232985388038518,5.8180785,False
KLHDC1,0.05560549,0.602494704636385,0.550221021611002,0.47946858,0.43861288,1.5462371e-06,4.474620562883056e-06,0.0027169646,0.90981567,0.9419502800721,5.810724,False
RNF111,-0.06373248,0.7425276535655448,0.7620333988212181,0.6951318,0.7384272,1.5468343e-06,4.475207101991668e-06,-0.069893815,0.0063995076,0.051990918335484845,5.8105564,False
SEL1L,-0.06402847,0.3537302894798776,0.39219056974459726,0.23303296,0.2679741,1.5520963e-06,4.489285883734507e-06,-0.044392187,0.0050776806,0.0468683545428432,5.8090816,False
EEFSEC,-0.07943206,0.5194163332548835,0.5510805500982319,0.40098003,0.44553566,1.55348e-06,4.49214315812502e-06,-0.034193642,0.001815461,0.029933995978776797,5.8086944,False
ANKFN1,0.23528898,0.30642504118616143,0.27996070726915523,0.32480913,0.24690732,1.5702357e-06,4.53943758823213e-06,0.07095252,0.09197908,0.21036946220966848,5.804035,False
TASP1,-0.08151869,0.7924217462932455,0.7967829076620825,0.80783856,0.8544024,1.5761333e-06,4.55532626361604e-06,-0.039158486,0.04253169,0.1333556268781086,5.8024073,False
IQSEC2,-0.07544688,0.38032478230171807,0.4172396856581532,0.2596505,0.29844755,1.586685e-06,4.584654801303613e-06,-0.019637018,0.17930894,0.32159376543972334,5.799509,False
AC073475.1,0.061078936,0.3374911743939751,0.2932220039292731,0.2794198,0.2439927,1.5912701e-06,4.596481395623592e-06,0.00894321,0.60351014,0.7204271533496002,5.798256,False
RSKR,0.039989147,0.26359143327841844,0.225073673870334,0.1632349,0.13897087,1.5915883e-06,4.596481395623592e-06,0.019034266,0.034118965,0.1181051766000143,5.798169,False
AC096576.2,-0.032101918,0.08613791480348318,0.11419449901768172,0.059880026,0.07700954,1.6048652e-06,4.6336448323062185e-06,-0.031222532,0.09523281,0.21507484030490992,5.7945614,False
CDC40,0.051395494,0.4812897152271123,0.4354125736738703,0.34468716,0.3098109,1.606409e-06,4.63692191751252e-06,0.009567055,0.49244827,0.6296588151276488,5.7941437,False
RNF34,-0.065569706,0.4669333960931984,0.49963163064833005,0.33073574,0.36882812,1.6347454e-06,4.7175153517535066e-06,-0.05091084,0.024427602,0.09794541214043176,5.78655,False
CYP1B1-AS1,0.013413324,0.17298187808896212,0.13789292730844793,0.12826373,0.11277038,1.6367411e-06,4.72207310195493e-06,0.00051544904,0.9755735,0.9845125232130149,5.78602,False
TTL,0.04430656,0.3967992468816192,0.3526522593320236,0.2659673,0.23622392,1.6533838e-06,4.768875012438988e-06,0.03719779,0.048680883,0.14331187682392996,5.781626,False
INA,-0.05574352,0.30595434219816425,0.34577603143418467,0.19707216,0.22808391,1.6550235e-06,4.772391372909992e-06,-0.035271488,0.085777946,0.20162971455478787,5.7811956,False
COL28A1,-0.040509425,0.1518004236290892,0.18700884086444008,0.10008855,0.12137825,1.6929791e-06,4.880598437377125e-06,-0.027559036,0.013777972,0.07295595881986774,5.7713485,False
NRIP3,0.053262707,0.7552365262414685,0.7082514734774067,0.7190019,0.6714567,1.6940973e-06,4.882581164772676e-06,-0.0053771017,0.65949714,0.7655889735180874,5.771062,False
N4BP1,0.060321897,0.5773123087785361,0.5415029469548134,0.4536966,0.41357762,1.6988472e-06,4.895027194163628e-06,0.021610726,0.1600899,0.2988415031188292,5.7698455,False
MPG,-0.06081072,0.22499411626265003,0.26105108055009824,0.13577928,0.16579674,1.6997793e-06,4.896469349907158e-06,-0.036733326,0.017046178,0.08124638685204812,5.7696075,False
CPD,-0.065782554,0.34714050364791715,0.3845776031434185,0.23299333,0.26853848,1.7689476e-06,5.094425274684787e-06,-0.033007473,0.052972857,0.15023451232910157,5.752285,False
ZYG11B,-0.067484975,0.6281477994822311,0.6468565815324165,0.5040888,0.5449424,1.7713734e-06,5.100116719903074e-06,-0.06146101,0.05851782,0.1603832258697753,5.75169,False
CMC2,0.059135325,0.5791951047305248,0.5397838899803536,0.45442736,0.41453975,1.7797327e-06,5.122884329095524e-06,-0.0013587534,0.9456919,0.9639616057990386,5.749645,False
CCNK,0.039978776,0.20875500117674747,0.17472986247544203,0.12592126,0.10349026,1.7835248e-06,5.132497445633423e-06,0.014002989,0.24915944,0.39841079765680054,5.7487206,False
SELENOW,-0.07986634,0.5662508825606025,0.5954076620825147,0.47412148,0.5207957,1.7898851e-06,5.149494383258321e-06,-0.07681505,0.03932807,0.1278331242864658,5.7471747,False
CFAP221,0.038693644,0.28736173217227584,0.24619351669941061,0.19206631,0.1668853,1.7947567e-06,5.162201073723439e-06,0.0049530836,0.8210833,0.8812080549314096,5.7459946,False
RABL2A,0.04482249,0.32713579665803716,0.28413555992141454,0.20700905,0.17987898,1.7968971e-06,5.167047050515962e-06,0.013510158,0.28161165,0.4328143258450752,5.7454767,False
CHD3,0.047958445,0.4146858084255119,0.3721758349705305,0.28246295,0.25104707,1.824575e-06,5.2453059791854e-06,0.015689384,0.12949467,0.2604236058406089,5.738838,False
MBLAC2,0.037965804,0.22923040715462462,0.19228880157170924,0.1393743,0.11727923,1.829299e-06,5.257554486307097e-06,0.009680154,0.26392633,0.4145064688646511,5.7377152,False
PILRA,0.045699347,0.2577076959284538,0.22028487229862476,0.16824992,0.14216673,1.8304343e-06,5.259484773560256e-06,0.026041334,0.005260609,0.04742015711667987,5.737446,False
COPS7A,-0.046511766,0.17015768416097907,0.20469056974459726,0.1011535,0.12504877,1.8329063e-06,5.265253990564083e-06,-0.025581926,0.09239315,0.21078678378870902,5.73686,False
AC007389.1,0.11169876,0.6547422923040715,0.6232809430255403,0.74739915,0.6834644,1.8557646e-06,5.329568174820912e-06,0.047405697,0.34595042,0.498914527068634,5.7314773,False
DNAJC13,-0.07704501,0.4321016709814074,0.46463654223968565,0.29878473,0.33913365,1.8601744e-06,5.340880154054758e-06,-0.048363667,0.0031771485,0.03813923023365162,5.7304463,False
TEX9,0.04768376,0.19769357495881384,0.16466110019646366,0.1355203,0.11010067,1.8743157e-06,5.380120901353205e-06,0.0015004218,0.923751,0.9493595986591774,5.727157,False
AP2A2,-0.07705036,0.5561308543186633,0.5803045186640472,0.41712102,0.45902014,1.8796346e-06,5.394023391466457e-06,-0.018475598,0.51862675,0.6515284338662791,5.7259264,False
USPL1,-0.06210055,0.277006354436338,0.31446463654223966,0.17296286,0.20467886,1.8991421e-06,5.448626172500363e-06,-0.02869665,0.024289958,0.09760155826384893,5.7214427,False
PAK6,-0.038527343,0.11414450458931513,0.14464636542239687,0.0681346,0.0876034,1.9005975e-06,5.45142310307692e-06,-0.016890043,0.0077447346,0.05624601141896657,5.72111,False
ENY2,-0.06762943,0.3318427865380089,0.3661591355599214,0.21422651,0.24977304,1.9012762e-06,5.451837610589876e-06,-0.040492192,0.1346844,0.26633519827281144,5.720955,False
MAP4K5,-0.07168332,0.8376088491409743,0.8261296660117878,0.87710595,0.91492474,1.9017032e-06,5.451837610589876e-06,-0.034449853,0.16932845,0.3091681858162824,5.720857,False
TRIM69,0.047347613,0.23299599905860202,0.19732318271119842,0.14832348,0.122708604,1.9116103e-06,5.478854938219629e-06,0.02497433,0.022144854,0.09280060118839756,5.7186007,False
CLASRP,0.054410063,0.4066839256295599,0.36284381139489197,0.27724162,0.24460787,1.9242389e-06,5.513656414889061e-06,0.025965001,0.1965812,0.34098603400665034,5.715741,False
UROS,0.047812376,0.4316309719934102,0.38715618860510803,0.29560843,0.2636023,1.936673e-06,5.547883402970102e-06,0.017577793,0.17001887,0.31013951610472595,5.7129436,False
LIN52,0.06727038,0.6081430924923511,0.5744106090373281,0.51436555,0.47091964,1.9422537e-06,5.562465503431877e-06,0.027391518,0.14190185,0.2757841694818614,5.7116942,False
PHPT1,-0.047586042,0.1630971993410214,0.19707760314341846,0.100462995,0.12469356,1.9550027e-06,5.597564599118047e-06,-0.028438747,0.09285601,0.21147533478781871,5.708853,False
PAX8-AS1,0.029568302,0.11320310661332078,0.08632121807465619,0.075243436,0.059182294,1.9613149e-06,5.614220693711226e-06,-0.005151936,0.3965021,0.5447402109573695,5.707453,False
EEF1D,-0.04702846,0.19745822546481526,0.23477406679764243,0.12139925,0.14597885,1.9788688e-06,5.663039424014019e-06,-0.017172102,0.14314854,0.27750920825679254,5.703583,False
ZNF580,-0.043415308,0.13273711461520357,0.1650294695481336,0.07798988,0.09940738,1.988148e-06,5.68815891033163e-06,-0.02498349,0.00237577,0.033496870817961516,5.7015514,False
FXR1,-0.07816324,0.6599199811720404,0.6739931237721022,0.5374773,0.58028316,1.9987842e-06,5.717147883747301e-06,-0.053023838,0.054393485,0.15246841434434458,5.699234,False
CWC27,0.055542603,0.7196987526476818,0.6743614931237721,0.65975875,0.6139772,2.006041e-06,5.736458273747721e-06,0.011992956,0.634906,0.745580001115725,5.69766,False
DYNLL2,-0.054517407,0.3502000470698988,0.3934184675834971,0.24008907,0.27185714,2.0218324e-06,5.780157798360433e-06,-0.029072508,0.1558011,0.2937357013202177,5.694255,False
FAM91A1,-0.05108173,0.22122852435867263,0.2581041257367387,0.1335572,0.16032189,2.0271705e-06,5.793958831025659e-06,-0.025850821,0.011166668,0.0663565610203211,5.6931095,False
KCNIP4-IT1,-0.020331813,0.23605554248058366,0.28462671905697445,0.1983811,0.2188538,2.0282318e-06,5.795532175966114e-06,-0.04697361,0.3195534,0.4734866661462415,5.6928825,False
SNRNP70,0.056583475,0.8145445987291128,0.7759086444007859,0.80710924,0.7596764,2.0353948e-06,5.814071917251758e-06,0.0037413477,0.8986245,0.9344574290723257,5.6913514,False
HSPB11,0.034538385,0.28100729583431394,0.24029960707269155,0.17724302,0.15418595,2.0357452e-06,5.814071917251758e-06,-0.003653361,0.8027621,0.869690879870595,5.6912766,False
SLC26A11,-0.06556251,0.31207342904212754,0.3495825147347741,0.19924521,0.23304017,2.0529267e-06,5.86166645953675e-06,-0.036377314,0.01469038,0.07496378919203504,5.6876264,False
PRPF38B,0.03790114,0.37444104495175334,0.3305500982318271,0.24486661,0.21752083,2.0582174e-06,5.875294160980883e-06,0.01366947,0.038969964,0.12714272543792243,5.6865087,False
AL139807.1,0.047430657,0.18239585784890563,0.15029469548133595,0.124306366,0.09996313,2.0624032e-06,5.885761395190497e-06,0.008861521,0.45470807,0.595911332728021,5.6856265,False
ST7,0.049854696,0.7213461991056719,0.6825884086444007,0.6489313,0.6063534,2.0666748e-06,5.89646884358265e-06,-0.0017947436,0.93813264,0.9588577623828723,5.6847277,False
SMARCB1,-0.071686305,0.36102612379383386,0.3944007858546169,0.2369829,0.27369753,2.069399e-06,5.902756199424279e-06,-0.045862213,0.013384246,0.07188962445114598,5.684156,False
PBX2,0.03545977,0.1397975994351612,0.11137033398821218,0.082004055,0.063166514,2.0777338e-06,5.925040974905888e-06,0.018128669,0.06387661,0.16958020382342617,5.6824102,False
KIAA0355,-0.070979945,0.4923511414450459,0.5244351669941061,0.36256462,0.40310654,2.0944565e-06,5.971227467554422e-06,-0.021712178,0.4652474,0.6062913959290638,5.678929,False
MAPK8IP3,0.049823295,0.710990821369734,0.6635559921414538,0.6128635,0.5703057,2.1158214e-06,6.030622551489116e-06,0.042396605,0.186148,0.3295868334316958,5.674521,False
CBARP,0.033658244,0.22311132031066133,0.18713163064833005,0.13526465,0.11419545,2.1361739e-06,6.0871028250349555e-06,0.010156205,0.24071513,0.38953956680189017,5.6703634,False
TAX1BP1,0.054174535,0.7524123323134855,0.7092337917485265,0.6925758,0.6474844,2.180498e-06,6.211845794555113e-06,-1.014471e-05,0.99958706,0.999675167917438,5.661444,False
HACD2,0.052115764,0.4215109437514709,0.37954322200392926,0.29475516,0.2614873,2.1844446e-06,6.22152661127928e-06,0.016021889,0.21472508,0.3614544158767992,5.660659,False
AC138649.1,-0.057311364,0.2614732878324312,0.30046660117878193,0.16254994,0.19205652,2.1949056e-06,6.249751409433453e-06,-0.038849905,0.007446014,0.05520757039388021,5.658584,False
QDPR,-0.0697975,0.3989173923276065,0.43320235756385067,0.27136272,0.3088565,2.2001645e-06,6.263153428863851e-06,-0.038288612,0.054884817,0.15320210194024514,5.6575446,False
CLIP2,0.042091675,0.6203812661802777,0.5773575638506876,0.5203653,0.48194414,2.2238178e-06,6.328898118000442e-06,0.078223966,0.08439949,0.19992229201196754,5.6529007,False
AC021851.1,0.051330768,0.3019534008001883,0.262524557956778,0.19878303,0.17003015,2.2260238e-06,6.333587292683642e-06,0.035535194,0.0787703,0.19169622259763533,5.65247,False
TUBB2B,-0.0510493,0.23276064956460343,0.2706286836935167,0.15018228,0.17778237,2.2300126e-06,6.343345480075213e-06,-0.0297847,0.0771406,0.18945290036314003,5.651693,False
APTR,0.03886224,0.2607672393504354,0.22384577603143418,0.16920373,0.1448064,2.256993e-06,6.418482802750384e-06,0.015527422,0.047259945,0.14114440130729303,5.6464696,False
ZSWIM8,0.056078352,0.4085667215815486,0.368860510805501,0.27561697,0.24274756,2.2632182e-06,6.434573490816848e-06,0.005754271,0.709164,0.803511469829954,5.6452737,False
URGCP,0.064871185,0.7632384090374206,0.7329322200392927,0.72469074,0.6790913,2.267452e-06,6.444994906260835e-06,0.011591112,0.5554833,0.6814929842110955,5.644462,False
C4orf47,0.036227282,0.3400800188279595,0.2969056974459725,0.23077102,0.20444454,2.2815323e-06,6.483392304701652e-06,0.0056704194,0.59920824,0.7166492838198472,5.641773,False
TIMP2,0.08043664,0.7644151565074135,0.731213163064833,0.7729007,0.71953756,2.3029263e-06,6.542548317076896e-06,0.039013218,0.50558347,0.640605257141461,5.63772,False
SHC3,-0.0901439,0.8260767239350435,0.825024557956778,0.87923354,0.9249123,2.309945e-06,6.560845749194346e-06,-0.0112626795,0.6103152,0.726791468333377,5.6363983,False
FAM136A,-0.0535678,0.15203577312308778,0.18467583497053044,0.088464975,0.1132991,2.3304306e-06,6.617372564141533e-06,-0.026601529,0.047595333,0.14186060109140994,5.632564,False
FSIP2,0.047792908,0.13367851259119792,0.10572200392927308,0.08552539,0.06423362,2.3408538e-06,6.645306799415354e-06,0.008496673,0.38899475,0.5384036539356089,5.6306257,False
LRRC7,0.02704695,0.9976465050600141,0.993492141453831,2.4785872,2.4184322,2.3421824e-06,6.6474147191308935e-06,0.009804631,0.902423,0.9368616192973827,5.630379,False
UBAC2,-0.07256689,0.6806307366439163,0.6942534381139489,0.59268135,0.6356061,2.359151e-06,6.693899407871011e-06,-0.033871055,0.07588575,0.18797124415597039,5.6272445,False
DDX1,-0.07630021,0.4930571899270417,0.5234528487229863,0.3534179,0.39465374,2.3689036e-06,6.71989038292245e-06,-0.071867,0.009002533,0.06015317038456318,5.6254525,False
TMOD2,-0.069858514,0.6862791244998824,0.7033398821218074,0.59964925,0.6427348,2.3731768e-06,6.730329245328904e-06,-0.01504271,0.49980286,0.635940599676845,5.62467,False
MYCBP2-AS1,-0.077959456,0.30430689574017417,0.34196954813359526,0.21988358,0.25775796,2.3987645e-06,6.801195738763101e-06,-0.0671293,0.0868173,0.20285385556127702,5.6200123,False
CEP135,0.03927853,0.16215580136502705,0.1317534381139489,0.1016026,0.08079797,2.4118638e-06,6.836627250251503e-06,0.004419224,0.70665014,0.8020249382503752,5.617647,False
MGST3,-0.07714234,0.6679218639679925,0.6894646365422397,0.5675959,0.6122252,2.4139379e-06,6.840797199358382e-06,-0.043974258,0.15969923,0.29845809308072485,5.617274,False
ARHGAP44,0.05062306,0.8926806307366439,0.8808939096267191,1.1104003,1.06834,2.419966e-06,6.856167452646183e-06,0.07381692,0.014966781,0.07586379473075151,5.616191,False
ZFYVE9,-0.061305463,0.907507648858555,0.9018909626719057,1.1044308,1.142548,2.424407e-06,6.867034567726983e-06,-0.022872519,0.5257252,0.6577508172665987,5.6153946,False
KBTBD2,0.035327867,0.2664156272064015,0.22789783889980353,0.16609618,0.14304462,2.4294761e-06,6.879674744082283e-06,0.02151651,0.01584078,0.07841393169516252,5.614487,False
KCNQ5,-0.07793912,0.8253706754530478,0.8794204322200393,1.7587513,1.8751646,2.444927e-06,6.921700008319505e-06,-0.2506785,0.1640666,0.3034188961182039,5.611734,False
VPS52,0.036052175,0.16639209225700163,0.1349459724950884,0.09832672,0.07909123,2.4479793e-06,6.927175916142224e-06,0.006315095,0.3059526,0.4599425282744997,5.611192,False
AC010198.1,0.027589167,0.10143563191339139,0.07637524557956778,0.060537826,0.045935523,2.4480826e-06,6.927175916142224e-06,0.004612838,0.42997947,0.5743519019339456,5.611174,False
ESRRA,0.0358185,0.20663685573076018,0.17202848722986247,0.121736005,0.1011264,2.4698118e-06,6.986918982276298e-06,0.012358168,0.20021763,0.3450727436688127,5.607336,False
AC096576.3,-0.03529629,0.08001882795951988,0.10645874263261297,0.050165713,0.06715157,2.4766111e-06,7.004407193856297e-06,-0.03478886,0.06270491,0.16756053606519372,5.606142,False
PHKG1,0.016890392,0.10143563191339139,0.07588408644400786,0.05592053,0.04502033,2.4938195e-06,7.05131805935505e-06,-0.00094284455,0.86050093,0.9086402737538397,5.603135,False
AC092142.1,0.03645318,0.2697105201223817,0.23145874263261296,0.16834573,0.14493546,2.5296804e-06,7.1509328382792925e-06,0.011918912,0.32387674,0.47702643692385094,5.5969343,False
AL589843.1,0.06320875,0.5132972464109202,0.4769155206286837,0.40809497,0.36824283,2.5717256e-06,7.267975943060021e-06,0.048335932,0.017682737,0.08262719013523241,5.5897756,False
POMP,-0.06433054,0.33325488350200044,0.3713163064833006,0.22100575,0.25523293,2.5983995e-06,7.341530262162053e-06,-0.049499296,0.006648183,0.0527391500406332,5.5852942,False
DNM1,0.053313922,0.9465756648623206,0.9258349705304518,1.3158113,1.2661833,2.6107325e-06,7.374539129079813e-06,0.07320406,0.17392427,0.31467255952825957,5.5832376,False
RPL29,-0.089316286,0.4521063779712874,0.4831777996070727,0.33075836,0.37501866,2.6420887e-06,7.461253363515775e-06,-0.08591879,0.005974877,0.050035988686710685,5.5780525,False
